collection_received_date,shipment_number,isolation_box_number,position in box,s_label,proliferating,strip_tube_number,strip_tube_position,lysis_date,ssu_pcr_date,ITS2_pcr_date,gel_number,gel_position,ITS2_pcr_product,rhabditid_pcr_product,species_id,MCLab Sequencing Positions,notes,manual_blast_notes,ECA_dirty,ECA_clean
12/11/19,1,,,S-10710,1,6,8,12/17/19,12/18/19,12/18/19,5,C16,1,1,C. briggsae,D2,,,,
12/11/19,1,,,S-10711,1,6,9,12/17/19,12/18/19,12/18/19,5,C18,1,1,C. briggsae,E2,,,,
12/11/19,1,,,S-10712,1,6,10,12/17/19,12/18/19,12/18/19,5,C20,1,1,C. oiwi,F2,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10713,1,6,11,12/17/19,12/18/19,12/18/19,5,C22,1,1,C. oiwi,G2,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10714,1,6,12,12/17/19,12/18/19,12/18/19,5,C24,1,1,C. oiwi,H2,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10715,1,7,2,12/17/19,12/18/19,12/18/19,5,A3,1,1,C. oiwi,A3,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10716,1,7,3,12/17/19,12/18/19,12/18/19,5,A5,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10717,1,7,4,12/17/19,12/18/19,12/18/19,5,A7,1,1,C. oiwi,B3,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10718,1,7,5,12/17/19,12/18/19,12/18/19,5,A9,1,1,C. briggsae,C3,,,,
12/11/19,1,,,S-10719,1,7,6,12/17/19,12/18/19,12/18/19,5,A11,1,1,C. briggsae,D3,,,,
12/11/19,1,,,S-10720,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10721,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10722,1,7,7,12/17/19,12/18/19,12/18/19,5,A13,1,1,C. briggsae,E3,,,,
12/11/19,1,,,S-10723,1,7,8,12/17/19,12/18/19,12/18/19,5,A15,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10724,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10725,1,7,9,12/17/19,12/18/19,12/18/19,5,A17,1,1,C. briggsae,F3,,,,
12/11/19,1,,,S-10726,1,7,10,12/17/19,12/18/19,12/18/19,5,A19,1,1,C. briggsae,G3,,,,
12/11/19,1,,,S-10727,1,7,11,12/17/19,12/18/19,12/18/19,5,A21,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10728,1,7,12,12/17/19,12/18/19,12/18/19,5,A23,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10729,1,8,2,12/17/19,12/18/19,12/18/19,5,A4,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10730,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10731,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10732,1,8,3,12/17/19,12/18/19,12/18/19,5,A6,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10734,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10735,1,8,4,12/17/19,12/18/19,12/18/19,5,A8,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10736,1,8,5,12/17/19,12/18/19,12/18/19,5,A10,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10737,1,8,6,12/17/19,12/18/19,12/18/19,5,A12,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10738,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10739,1,8,7,12/17/19,12/18/19,12/18/19,5,A14,1,1,C. oiwi,H3,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10740,1,8,8,12/17/19,12/18/19,12/18/19,5,A16,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10741,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10742,1,8,9,12/17/19,12/18/19,12/18/19,5,A18,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10743,1,8,10,12/17/19,12/18/19,12/18/19,5,A20,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10744,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10745,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10746,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10747,1,8,11,12/17/19,12/18/19,12/18/19,5,A22,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10748,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10749,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10750,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10751,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10752,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10753,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10754,1,8,12,12/17/19,12/18/19,12/18/19,5,A24,1,1,C. briggsae,A4,,,,
12/11/19,1,,,S-10755,1,1,2,12/17/19,12/18/19,12/18/19,6,A3,1,1,C. briggsae,B4,CD performed lysis for this sample to the end of the sheet )S-10920).,,,
12/11/19,1,,,S-10756,1,1,3,12/17/19,12/18/19,12/18/19,6,A5,1,1,O. myriophilus,C4,,,,
12/11/19,1,,,S-10757,1,1,4,12/17/19,12/18/19,12/18/19,6,A7,1,1,C. briggsae,D4,,,,
12/11/19,1,,,S-10758,1,1,5,12/17/19,12/18/19,12/18/19,6,A9,1,1,C. briggsae,E4,,,,
12/11/19,1,,,S-10759,1,1,6,12/17/19,12/18/19,12/18/19,6,A11,1,1,C. briggsae,F4,,,,
12/11/19,1,,,S-10771,1,1,7,12/17/19,12/18/19,12/18/19,6,A13,1,1,O. myriophilus,G4,,,,
12/11/19,1,,,S-10772,1,1,8,12/17/19,12/18/19,12/18/19,6,A15,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10773,1,1,9,12/17/19,12/18/19,12/18/19,6,A17,1,1,C. elegans,H4,,,,
12/11/19,1,,,S-10774,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10775,1,1,10,12/17/19,12/18/19,12/18/19,6,A19,1,1,C. elegans,A5,,,,
12/11/19,1,,,S-10776,1,1,11,12/17/19,12/18/19,12/18/19,6,A21,1,1,C. elegans,B5,,,,
12/11/19,1,,,S-10777,1,2,2,12/17/19,12/18/19,12/18/19,6,A4,1,1,O. myriophilus,C5,,,,
12/11/19,1,,,S-10778,1,2,3,12/17/19,12/18/19,12/18/19,6,A6,1,1,C. briggsae,D5,,,,
12/11/19,1,,,S-10779,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10780,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10781,1,2,4,12/17/19,12/18/19,12/18/19,6,A8,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10782,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10783,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10786,1,2,5,12/17/19,12/18/19,12/18/19,6,A10,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10787,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10788,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10789,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10790,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10791,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10792,1,2,6,12/17/19,12/18/19,12/18/19,6,A12,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10793,1,2,7,12/17/19,12/18/19,12/18/19,6,A14,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10794,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10795,1,2,8,12/17/19,12/18/19,12/18/19,6,A16,1,1,O. myriophilus,E5,,,,
12/11/19,1,,,S-10809,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10810,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10811,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10812,1,2,9,12/17/19,12/18/19,12/18/19,6,A18,1,1,C. briggsae,F5,,,,
12/11/19,1,,,S-10813,1,2,10,12/17/19,12/18/19,12/18/19,6,A20,1,1,C. briggsae,G5,,,,
12/11/19,1,,,S-10814,1,2,11,12/17/19,12/18/19,12/18/19,6,A22,1,1,C. oiwi,H5,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10815,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10816,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10817,1,3,2,12/17/19,12/18/19,12/18/19,6,B3,1,1,C. oiwi,A6,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10818,1,3,3,12/17/19,12/18/19,12/18/19,6,B5,1,1,C. briggsae,B6,,,,
12/11/19,1,,,S-10819,1,3,4,12/17/19,12/18/19,12/18/19,6,B7,1,1,C. briggsae,C6,,,,
12/11/19,1,,,S-10820,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10821,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10822,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10823,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10824,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10825,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10832,1,3,5,12/17/19,12/18/19,12/18/19,6,B9,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10833,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10834,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10835,1,3,6,12/17/19,12/18/19,12/18/19,6,B11,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10836,1,3,7,12/17/19,12/18/19,12/18/19,6,B13,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10837,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10838,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10839,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10840,1,3,8,12/17/19,12/18/19,12/18/19,6,B15,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10841,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10842,1,3,9,12/17/19,12/18/19,12/18/19,6,B17,1,1,C. oiwi,D6,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10843,1,3,10,12/17/19,12/18/19,12/18/19,6,B19,1,1,C. briggsae,E6,,,,
12/11/19,1,,,S-10844,1,3,11,12/17/19,12/18/19,12/18/19,6,B21,1,1,C. briggsae,F6,,,,
12/11/19,1,,,S-10845,1,4,2,12/17/19,12/18/19,12/18/19,6,B4,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10846,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10847,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10848,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10849,1,4,3,12/17/19,12/18/19,12/18/19,6,B6,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10850,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10851,1,4,4,12/17/19,12/18/19,12/18/19,6,B8,0,1,#N/A,,,#N/A,,
12/11/19,1,,,S-10852,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10853,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10854,1,4,5,12/17/19,12/18/19,12/18/19,6,B10,1,1,C. oiwi,G6,,"C. Kaimaina was the second match, but lower % identity",,
12/11/19,1,,,S-10855,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10916,0,,,,,,,,,,#N/A,,,#N/A,,
12/11/19,1,,,S-10919,1,4,6,12/17/19,12/18/19,12/18/19,6,B12,1,1,#N/A,H6,,#N/A,,
12/11/19,1,,,S-10920,1,4,7,12/17/19,12/18/19,12/18/19,6,B14,1,1,C. briggsae,A7,,,,
,2,1,,S-10763,1,37,2,12/23/19,1/5/20,1/5/20,1,A3,0,1,#N/A,,Robyn lysed this batch (37-44).,#N/A,,
,2,1,,S-10764,1,37,3,12/23/19,1/5/20,1/5/20,1,A5,0,1,#N/A,,,#N/A,,
,2,1,,S-10765,1,37,4,12/23/19,1/5/20,1/5/20,1,A7,0,1,#N/A,,,#N/A,,
,2,1,,S-10766,1,37,5,12/23/19,1/5/20,1/5/20,1,A9,1,1,#N/A,,,#N/A,,
,2,1,,S-10767,1,37,6,12/23/19,1/5/20,1/5/20,1,A11,0,1,#N/A,,,#N/A,,
,2,1,,S-10768,1,37,7,12/23/19,1/5/20,1/5/20,1,A13,1,1,#N/A,,,#N/A,,
,2,1,,S-10769,1,37,8,12/23/19,1/5/20,1/5/20,1,A15,1,1,#N/A,,,#N/A,,
,2,1,,S-10770,1,37,9,12/23/19,1/5/20,1/5/20,1,A17,1,1,#N/A,,,#N/A,,
,2,1,,S-10784,1,37,10,12/23/19,1/5/20,1/5/20,1,A19,1,1,#N/A,,,#N/A,,
,2,1,,S-10785,1,37,11,12/23/19,1/5/20,1/5/20,1,A21,1,1,#N/A,,,#N/A,,
,2,1,,S-10801,1,37,12,12/23/19,1/5/20,1/5/20,1,A23,0,1,#N/A,,,#N/A,,
,2,1,,S-10802,1,38,2,12/23/19,1/5/20,1/5/20,1,A4,1,1,#N/A,,,#N/A,,
,2,1,,S-10807,1,38,3,12/23/19,1/5/20,1/5/20,1,A6,1,1,#N/A,,,#N/A,,
,2,1,,S-10827,1,38,4,12/23/19,1/5/20,1/5/20,1,A8,1,1,#N/A,,,#N/A,,
,2,1,,S-10828,1,38,5,12/23/19,1/5/20,1/5/20,1,A10,1,1,#N/A,,,#N/A,,
,2,1,,S-10829,1,38,6,12/23/19,1/5/20,1/5/20,1,A12,1,1,#N/A,,,#N/A,,
,2,1,,S-10856,1,38,7,12/23/19,1/5/20,1/5/20,1,A14,1,1,#N/A,,,#N/A,,
,2,1,,S-10857,1,38,8,12/23/19,1/5/20,1/5/20,1,A16,1,1,#N/A,,,#N/A,,
,2,1,,S-10858,1,38,9,12/23/19,1/5/20,1/5/20,1,A18,1,1,#N/A,,,#N/A,,
,2,1,,S-10862,1,38,10,12/23/19,1/5/20,1/5/20,1,A20,1,1,#N/A,,,#N/A,,
,2,1,,S-10863,1,38,11,12/23/19,1/5/20,1/5/20,1,A22,1,1,#N/A,,,#N/A,,
,2,1,,S-10865,1,38,12,12/23/19,1/5/20,1/5/20,1,A24,1,1,#N/A,,,#N/A,,
,2,1,,S-10866,1,39,2,12/23/19,1/5/20,1/5/20,1,B3,1,1,#N/A,,,#N/A,,
,2,1,,S-10867,1,39,3,12/23/19,1/5/20,1/5/20,1,B5,0,1,#N/A,,,#N/A,,
,2,1,,S-10868,1,39,4,12/23/19,1/5/20,1/5/20,1,B7,0,1,#N/A,,,#N/A,,
,2,1,,S-10869,1,39,5,12/23/19,1/5/20,1/5/20,1,B9,0,1,#N/A,,,#N/A,,
,2,1,,S-10870,1,39,6,12/23/19,1/5/20,1/5/20,1,B11,0,1,#N/A,,,#N/A,,
,2,1,,S-10871,1,39,7,12/23/19,1/5/20,1/5/20,1,B13,1,1,#N/A,,,#N/A,,
,2,1,,S-10872,1,39,8,12/23/19,1/5/20,1/5/20,1,B15,1,1,#N/A,,,#N/A,,
,2,1,,S-10880,1,39,9,12/23/19,1/5/20,1/5/20,1,B17,0,1,#N/A,,,#N/A,,
,2,1,,S-10881,1,39,10,12/23/19,1/5/20,1/5/20,1,B19,0,1,#N/A,,,#N/A,,
,2,1,,S-10886,1,39,11,12/23/19,1/5/20,1/5/20,1,B21,0,1,#N/A,,,#N/A,,
,2,1,,S-10887,1,39,12,12/23/19,1/5/20,1/5/20,1,B23,0,1,#N/A,,,#N/A,,
,2,1,,S-10888,1,40,2,12/23/19,1/5/20,1/5/20,1,B4,1,1,#N/A,,,#N/A,,
,2,1,,S-10891,1,40,3,12/23/19,1/5/20,1/5/20,1,B6,0,1,#N/A,,,#N/A,,
,2,1,,S-10893,1,40,4,12/23/19,1/5/20,1/5/20,1,B8,1,1,#N/A,,,#N/A,,
,2,1,,S-10894,1,40,5,12/23/19,1/5/20,1/5/20,1,B10,1,1,#N/A,,,#N/A,,
,2,1,,S-10895,1,40,6,12/23/19,1/5/20,1/5/20,1,B12,1,1,#N/A,,,#N/A,,
,2,1,,S-10896,1,40,7,12/23/19,1/5/20,1/5/20,1,B14,1,1,#N/A,,,#N/A,,
,2,1,,S-10897,1,40,8,12/23/19,1/5/20,1/5/20,1,B16,1,1,#N/A,,,#N/A,,
,2,1,,S-10898,1,40,9,12/23/19,1/5/20,1/5/20,1,B18,1,1,#N/A,,,#N/A,,
,2,1,,S-10903,1,40,10,12/23/19,1/5/20,1/5/20,1,B20,0,1,#N/A,,,#N/A,,
,2,1,,S-10904,1,40,11,12/23/19,1/5/20,1/5/20,1,B22,0,1,#N/A,,,#N/A,,
,2,1,,S-10905,1,40,12,12/23/19,1/5/20,1/5/20,1,B24,0,1,#N/A,,,#N/A,,
,2,1,,S-10908,1,41,2,12/23/19,1/5/20,1/5/20,1,C3,0,1,#N/A,,,#N/A,,
,2,1,,S-10913,1,41,3,12/23/19,1/5/20,1/5/20,1,C5,0,1,#N/A,,,#N/A,,
,2,1,,S-10914,1,41,4,12/23/19,1/5/20,1/5/20,1,C7,0,1,#N/A,,,#N/A,,
,2,1,,S-10916,1,41,5,12/23/19,1/5/20,1/5/20,1,C9,0,1,#N/A,,,#N/A,,
,2,1,,S-10917,1,41,6,12/23/19,1/5/20,1/5/20,1,C11,0,1,#N/A,,,#N/A,,
,2,1,,S-10918,1,41,7,12/23/19,1/5/20,1/5/20,1,C13,0,1,#N/A,,,#N/A,,
,2,1,,S-10940,1,41,8,12/23/19,1/5/20,1/5/20,1,C15,0,1,#N/A,,,#N/A,,
,2,1,,S-10945,1,41,9,12/23/19,1/5/20,1/5/20,1,C17,0,1,#N/A,,,#N/A,,
,2,1,,S-10946,1,41,10,12/23/19,1/5/20,1/5/20,1,C19,0,1,#N/A,,,#N/A,,
,2,1,,S-10952,1,41,11,12/23/19,1/5/20,1/5/20,1,C21,0,1,#N/A,,,#N/A,,
,2,1,,S-10953,1,41,12,12/23/19,1/5/20,1/5/20,1,C23,0,1,#N/A,,,#N/A,,
,2,1,,S-10954,1,42,2,12/23/19,1/5/20,1/5/20,1,C4,0,1,#N/A,,,#N/A,,
,2,1,,S-10955,1,42,3,12/23/19,1/5/20,1/5/20,1,C6,0,1,#N/A,,,#N/A,,
,2,1,,S-10956,1,42,4,12/23/19,1/5/20,1/5/20,1,C8,0,1,#N/A,,,#N/A,,
,2,1,,S-10963,1,42,5,12/23/19,1/5/20,1/5/20,1,C10,0,1,#N/A,,,#N/A,,
,2,1,,S-10966,1,42,6,12/23/19,1/5/20,1/5/20,1,C12,1,1,#N/A,,,#N/A,,
,2,1,,S-10970,1,42,7,12/23/19,1/5/20,1/5/20,1,C14,0,1,#N/A,,,#N/A,,
,2,1,,S-10971,1,42,8,12/23/19,1/5/20,1/5/20,1,C16,0,1,#N/A,,,#N/A,,
,2,1,,S-10972,1,42,9,12/23/19,1/5/20,1/5/20,1,C18,0,1,#N/A,,,#N/A,,
,2,1,,S-10973,1,42,10,12/23/19,1/5/20,1/5/20,1,C20,0,1,#N/A,,,#N/A,,
,2,1,,S-10975,1,42,11,12/23/19,1/5/20,1/5/20,1,C22,0,1,#N/A,,,#N/A,,
,2,1,,S-10976,1,42,12,12/23/19,1/5/20,1/5/20,1,C24,0,1,#N/A,,,#N/A,,
,2,1,,S-10979,1,43,2,12/23/19,1/5/20,1/5/20,1,D3,0,1,#N/A,,,#N/A,,
,2,1,,S-10982,1,43,3,12/23/19,1/5/20,1/5/20,1,D5,0,0,#N/A,,,#N/A,,
,2,1,,S-10983,1,43,4,12/23/19,1/5/20,1/5/20,1,D7,0,1,#N/A,,,#N/A,,
,2,1,,S-10984,1,43,5,12/23/19,1/5/20,1/5/20,1,D9,0,1,#N/A,,,#N/A,,
,2,1,,S-10985,1,43,6,12/23/19,1/5/20,1/5/20,1,D11,0,1,#N/A,,,#N/A,,
,2,1,,S-10986,1,43,7,12/23/19,1/5/20,1/5/20,1,D13,0,1,#N/A,,,#N/A,,
,2,1,,S-10988,1,43,8,12/23/19,1/5/20,1/5/20,1,D15,0,1,#N/A,,,#N/A,,
,2,1,,S-10989,1,43,9,12/23/19,1/5/20,1/5/20,1,D17,0,0,#N/A,,,#N/A,,
,2,1,,S-10990,1,43,10,12/23/19,1/5/20,1/5/20,1,D19,0,1,#N/A,,,#N/A,,
,2,1,,S-10991,1,43,11,12/23/19,1/5/20,1/5/20,1,D21,0,1,#N/A,,,#N/A,,
,2,1,,S-10992,1,43,12,12/23/19,1/5/20,1/5/20,1,D23,0,1,#N/A,,,#N/A,,
,2,1,,S-10993,1,44,2,12/23/19,1/5/20,1/5/20,1,D4,1,1,#N/A,,,#N/A,,
,2,1,,S-10994,1,44,3,12/23/19,1/5/20,1/5/20,1,D6,1,1,#N/A,,,#N/A,,
,2,1,,S-10995,1,44,4,12/23/19,1/5/20,1/5/20,1,D8,1,1,#N/A,,,#N/A,,
,2,1,,S-10996,1,44,5,12/23/19,1/5/20,1/5/20,1,D10,1,1,#N/A,,,#N/A,,
,2,1,,S-10998,1,44,6,12/23/19,1/5/20,1/5/20,1,D12,0,1,#N/A,,,#N/A,,
,2,1,,S-11000,1,44,7,12/23/19,1/5/20,1/5/20,1,D14,0,1,#N/A,,,#N/A,,
,2,1,,S-11001,1,44,8,12/23/19,1/5/20,1/5/20,1,D16,0,1,#N/A,,,#N/A,,
,2,1,,S-11002,1,44,9,12/23/19,1/5/20,1/5/20,1,D18,0,1,#N/A,,,#N/A,,
,2,1,,S-11003,1,44,10,12/23/19,1/5/20,1/5/20,1,D20,0,1,#N/A,,,#N/A,,
,2,1,,S-11004,1,44,11,12/23/19,1/5/20,1/5/20,1,D22,0,1,#N/A,,,#N/A,,
,2,1,,S-11007,1,44,12,12/23/19,1/5/20,1/5/20,1,D24,0,1,#N/A,,,#N/A,,
,2,2,,S-11009,1,45,2,12/20/19,12/23/19,12/23/19,2,A3,0,1,#N/A,,,#N/A,,
,2,2,,S-11010,1,45,3,12/20/19,12/23/19,12/23/19,2,A5,0,1,#N/A,,,#N/A,,
,2,2,,S-11011,1,45,4,12/20/19,12/23/19,12/23/19,2,A7,0,1,#N/A,,,#N/A,,
,2,2,,S-11012,1,45,5,12/20/19,12/23/19,12/23/19,2,A9,1,1,C. elegans,A1,,,,
,2,2,,S-11013,1,45,6,12/20/19,12/23/19,12/23/19,2,A11,0,1,#N/A,,,#N/A,,
,2,2,,S-11014,1,45,7,12/20/19,12/23/19,12/23/19,2,A13,0,1,#N/A,,,#N/A,,
,2,2,,S-11015,1,45,8,12/20/19,12/23/19,12/23/19,2,A15,1,1,C. elegans,B1,,"only ~55% of the query matched, so maybe redo?",,
,2,2,,S-11016,1,45,9,12/20/19,12/23/19,12/23/19,2,A17,1,1,C. elegans,C1,,,,
,2,2,,S-11035,1,45,10,12/20/19,12/23/19,12/23/19,2,A19,1,1,C. elegans,D1,,,,
,2,2,,S-11037,1,45,11,12/20/19,12/23/19,12/23/19,2,A21,1,1,C. elegans,E1,,,,
,2,2,,S-11039,1,45,12,12/20/19,12/23/19,12/23/19,2,A23,0,1,#N/A,,,#N/A,,
,2,2,,S-11040,1,46,2,12/20/19,12/23/19,12/23/19,2,A4,0,1,#N/A,,,#N/A,,
,2,2,,S-11042,1,46,3,12/20/19,12/23/19,12/23/19,2,A6,0,1,#N/A,,,#N/A,,
,2,2,,S-11043,1,46,4,12/20/19,12/23/19,12/23/19,2,A8,0,1,#N/A,,,#N/A,,
,2,2,,S-11044,1,46,5,12/20/19,12/23/19,12/23/19,2,A10,0,1,#N/A,,,#N/A,,
,2,2,,S-11045,1,46,6,12/20/19,12/23/19,12/23/19,2,A12,0,1,#N/A,,,#N/A,,
,2,2,,S-11051,1,46,7,12/20/19,12/23/19,12/23/19,2,A14,0,1,#N/A,,,#N/A,,
,2,2,,S-11052,1,46,8,12/20/19,12/23/19,12/23/19,2,A16,0,1,#N/A,,,#N/A,,
,2,2,,S-11054,1,46,9,12/20/19,12/23/19,12/23/19,2,A18,0,1,#N/A,,,#N/A,,
,2,2,,S-11055,1,46,10,12/20/19,12/23/19,12/23/19,2,A20,0,1,#N/A,,,#N/A,,
,2,2,,S-11056,1,46,11,12/20/19,12/23/19,12/23/19,2,A22,0,1,#N/A,,,#N/A,,
,2,2,,S-11057,1,46,12,12/20/19,12/23/19,12/23/19,2,A24,0,1,#N/A,,,#N/A,,
,2,2,,S-11058,1,47,2,12/20/19,12/23/19,12/23/19,2,B3,0,1,#N/A,,,#N/A,,
,2,2,,S-11061,1,47,3,12/20/19,12/23/19,12/23/19,2,B5,0,1,#N/A,,,#N/A,,
,2,2,,S-11063,1,47,4,12/20/19,12/23/19,12/23/19,2,B7,0,1,#N/A,,,#N/A,,
,2,2,,S-11064,1,47,5,12/20/19,12/23/19,12/23/19,2,B9,0,1,#N/A,,,#N/A,,
,2,2,,S-11067,1,47,6,12/20/19,12/23/19,12/23/19,2,B11,0,1,#N/A,,,#N/A,,
,2,2,,S-11070,1,47,7,12/20/19,12/23/19,12/23/19,2,B13,0,1,#N/A,,,#N/A,,
,2,2,,S-11072,1,47,8,12/20/19,12/23/19,12/23/19,2,B15,1,1,C. elegans,F1,,,,
,2,2,,S-11073,1,47,9,12/20/19,12/23/19,12/23/19,2,B17,1,1,C. elegans,G1,,,,
,2,2,,S-11074,1,47,10,12/20/19,12/23/19,12/23/19,2,B19,1,1,C. elegans,H1,,,,
,2,2,,S-11077,1,47,11,12/20/19,12/23/19,12/23/19,2,B21,0,1,#N/A,,,#N/A,,
,2,2,,S-11078,1,47,12,12/20/19,12/23/19,12/23/19,2,B23,0,1,#N/A,,,#N/A,,
,2,2,,S-11079,1,48,2,12/20/19,12/23/19,12/23/19,2,B4,0,1,#N/A,,,#N/A,,
,2,2,,S-11080,1,48,3,12/20/19,12/23/19,12/23/19,2,B6,0,1,#N/A,,,#N/A,,
,2,2,,S-11081,1,48,4,12/20/19,12/23/19,12/23/19,2,B8,0,1,#N/A,,,#N/A,,
,2,2,,S-11082,1,48,5,12/20/19,12/23/19,12/23/19,2,B10,0,1,#N/A,,,#N/A,,
,2,2,,S-11089,1,48,6,12/20/19,12/23/19,12/23/19,2,B12,0,1,#N/A,,,#N/A,,
,2,2,,S-11090,1,48,7,12/20/19,12/23/19,12/23/19,2,B14,0,1,#N/A,,,#N/A,,
,2,2,,S-11091,1,48,8,12/20/19,12/23/19,12/23/19,2,B16,0,1,#N/A,,,#N/A,,
,2,2,,S-11095,1,48,9,12/20/19,12/23/19,12/23/19,2,B18,1,1,C. elegans,A2,,"a few mismatches, redo?",,
,2,2,,S-11097,1,48,10,12/20/19,12/23/19,12/23/19,2,B20,0,1,#N/A,,,#N/A,,
