species_id,collection_id,isolation_id,substrate,collection_island,collection_trail,collection_longitude,collection_latitude
C. elegans,C-1531,S-11570,Fruit,Maui,Kahakapao Loop Trail,-156.276841,20.82662
C. elegans,C-1531,S-11571,Fruit,Maui,Kahakapao Loop Trail,-156.276841,20.82662
C. elegans,C-1531,S-11572,Fruit,Maui,Kahakapao Loop Trail,-156.276841,20.82662
C. elegans,C-1531,S-11573,Fruit,Maui,Kahakapao Loop Trail,-156.276841,20.82662
C. elegans,C-1532,S-11309,Fruit,Maui,Kahakapao Loop Trail,-156.276901,20.826612
C. elegans,C-1532,S-11310,Fruit,Maui,Kahakapao Loop Trail,-156.276901,20.826612
C. elegans,C-1532,S-11311,Fruit,Maui,Kahakapao Loop Trail,-156.276901,20.826612
C. elegans,C-1532,S-11312,Fruit,Maui,Kahakapao Loop Trail,-156.276901,20.826612
C. elegans,C-1532,S-11313,Fruit,Maui,Kahakapao Loop Trail,-156.276901,20.826612
C. elegans,C-1532,S-11314,Fruit,Maui,Kahakapao Loop Trail,-156.276901,20.826612
C. elegans,C-0901,S-11288,Fruit,Maui,Kahakapao Loop Trail,-156.277041,20.826518
C. elegans,C-0901,S-11287,Fruit,Maui,Kahakapao Loop Trail,-156.277041,20.826518
C. elegans,C-0901,S-11286,Fruit,Maui,Kahakapao Loop Trail,-156.277041,20.826518
C. elegans,C-0896,S-11867,Fruit,Maui,Kahakapao Loop Trail,-156.277023,20.826474
C. elegans,C-0896,S-11868,Fruit,Maui,Kahakapao Loop Trail,-156.277023,20.826474
C. elegans,C-0896,S-11869,Fruit,Maui,Kahakapao Loop Trail,-156.277023,20.826474
C. elegans,C-0896,S-11870,Fruit,Maui,Kahakapao Loop Trail,-156.277023,20.826474
C. elegans,C-0896,S-11871,Fruit,Maui,Kahakapao Loop Trail,-156.277023,20.826474
C. elegans,C-1525,S-11255,Fruit,Maui,Kahakapao Loop Trail,-156.277366,20.826071
C. elegans,C-1525,S-11256,Fruit,Maui,Kahakapao Loop Trail,-156.277366,20.826071
C. elegans,C-1525,S-11257,Fruit,Maui,Kahakapao Loop Trail,-156.277366,20.826071
C. elegans,C-1525,S-11258,Fruit,Maui,Kahakapao Loop Trail,-156.277366,20.826071
C. elegans,C-1525,S-11259,Fruit,Maui,Kahakapao Loop Trail,-156.277366,20.826071
C. elegans,C-1525,S-11260,Fruit,Maui,Kahakapao Loop Trail,-156.277366,20.826071
C. elegans,C-0826,S-11445,Leaf litter,Maui,Kahakapao Loop Trail,-156.269582,20.813036
C. elegans,C-1580,S-11660,Flower,Maui,"NA",-156.311024,20.729436
C. elegans,C-1580,S-11675,Flower,Maui,"NA",-156.311024,20.729436
C. elegans,C-1580,S-11659,Flower,Maui,"NA",-156.311024,20.729436
C. elegans,C-1580,S-11658,Flower,Maui,"NA",-156.311024,20.729436
C. elegans,C-1580,S-11657,Flower,Maui,"NA",-156.311024,20.729436
C. elegans,C-1582,S-11582,Fruit,Maui,"NA",-156.307356,20.727403
C. elegans,C-1582,S-11583,Fruit,Maui,"NA",-156.307356,20.727403
C. elegans,C-1582,S-11584,Fruit,Maui,"NA",-156.307356,20.727403
C. elegans,C-1582,S-11585,Fruit,Maui,"NA",-156.307356,20.727403
C. elegans,C-1582,S-11586,Fruit,Maui,"NA",-156.307356,20.727403
C. elegans,C-1586,S-11629,Flower,Maui,"NA",-156.304527,20.723333
C. elegans,C-1586,S-11626,Flower,Maui,"NA",-156.304527,20.723333
C. elegans,C-1586,S-11638,Flower,Maui,"NA",-156.304527,20.723333
C. elegans,C-1858,S-11467,Soil,Maui,Haleakala Ridge Trail,-156.338687,20.675522
C. elegans,C-1845,S-11761,Leaf litter,Maui,Haleakala Ridge Trail,-156.33692,20.670209
C. elegans,C-1859,S-11474,Fungus,Maui,Haleakala Ridge Trail,-156.336243,20.670206
C. elegans,C-1859,S-11475,Fungus,Maui,Haleakala Ridge Trail,-156.336243,20.670206
C. elegans,C-1859,S-11477,Fungus,Maui,Haleakala Ridge Trail,-156.336243,20.670206
C. elegans,C-1847,S-11767,Fungus,Maui,Haleakala Ridge Trail,-156.337429,20.669708
C. elegans,C-1847,S-11769,Fungus,Maui,Haleakala Ridge Trail,-156.337429,20.669708
C. elegans,C-1184,S-12588,Fruit,Big Island,Kalopa State Recreation Area,-155.443553,20.041372
C. elegans,C-1184,S-12543,Fruit,Big Island,Kalopa State Recreation Area,-155.443553,20.041372
C. elegans,C-1184,S-12592,Fruit,Big Island,Kalopa State Recreation Area,-155.443553,20.041372
C. elegans,C-1184,S-12516,Fruit,Big Island,Kalopa State Recreation Area,-155.443553,20.041372
C. elegans,C-1184,S-12528,Fruit,Big Island,Kalopa State Recreation Area,-155.443553,20.041372
C. elegans,C-0885,S-12281,Fruit,Big Island,Kalopa State Recreation Area,-155.440011,20.038736
C. elegans,C-0691,S-12134,Fruit,Big Island,Kalopa State Recreation Area,-155.438219,20.037553
C. elegans,C-2028,S-12204,Leaf litter,Big Island,Kaloko Loop Trial,-155.947417,19.722264
C. elegans,C-2025,S-12551,Fruit,Big Island,Kaloko Loop Trial,-155.947356,19.721806
C. elegans,C-2025,S-12549,Fruit,Big Island,Kaloko Loop Trial,-155.947356,19.721806
C. elegans,C-2025,S-12479,Fruit,Big Island,Kaloko Loop Trial,-155.947356,19.721806
C. elegans,C-2019,S-12604,Fruit,Big Island,Kaloko Loop Trial,-155.947339,19.721789
C. elegans,C-2019,S-12710,Fruit,Big Island,Kaloko Loop Trial,-155.947339,19.721789
C. elegans,C-2019,S-12709,Fruit,Big Island,Kaloko Loop Trial,-155.947339,19.721789
C. elegans,C-2019,S-12700,Fruit,Big Island,Kaloko Loop Trial,-155.947339,19.721789
C. elegans,C-2019,S-12685,Fruit,Big Island,Kaloko Loop Trial,-155.947339,19.721789
C. elegans,C-2019,S-12686,Fruit,Big Island,Kaloko Loop Trial,-155.947339,19.721789
C. elegans,C-2018,S-12238,Fruit,Big Island,Kaloko Loop Trial,-155.94735,19.721786
C. elegans,C-2018,S-12239,Fruit,Big Island,Kaloko Loop Trial,-155.94735,19.721786
C. elegans,C-2018,S-12241,Fruit,Big Island,Kaloko Loop Trial,-155.94735,19.721786
C. elegans,C-2018,S-12186,Fruit,Big Island,Kaloko Loop Trial,-155.94735,19.721786
C. elegans,C-2018,S-12184,Fruit,Big Island,Kaloko Loop Trial,-155.94735,19.721786
C. elegans,C-0748,S-12060,Fruit,Big Island,Kaloko Loop Trial,-155.948711,19.720117
C. elegans,C-0748,S-12055,Fruit,Big Island,Kaloko Loop Trial,-155.948711,19.720117
C. elegans,C-0748,S-12056,Fruit,Big Island,Kaloko Loop Trial,-155.948711,19.720117
C. elegans,C-0747,S-12297,Fruit,Big Island,Kaloko Loop Trial,-155.948731,19.720094
C. elegans,C-0636,S-12088,Fruit,Big Island,Kaloko Loop Trial,-155.948739,19.720081
C. elegans,C-0636,S-12089,Fruit,Big Island,Kaloko Loop Trial,-155.948739,19.720081
C. elegans,C-0636,S-12090,Fruit,Big Island,Kaloko Loop Trial,-155.948739,19.720081
C. elegans,C-0636,S-12161,Fruit,Big Island,Kaloko Loop Trial,-155.948739,19.720081
C. elegans,C-0636,S-12162,Fruit,Big Island,Kaloko Loop Trial,-155.948739,19.720081
C. elegans,C-0636,S-12163,Fruit,Big Island,Kaloko Loop Trial,-155.948739,19.720081
C. elegans,C-0643,S-12169,Flower,Big Island,Kaloko Loop Trial,-155.948397,19.720022
C. elegans,C-0643,S-12170,Flower,Big Island,Kaloko Loop Trial,-155.948397,19.720022
C. elegans,C-0643,S-12171,Flower,Big Island,Kaloko Loop Trial,-155.948397,19.720022
C. elegans,C-0643,S-12172,Flower,Big Island,Kaloko Loop Trial,-155.948397,19.720022
C. elegans,C-0643,S-12314,Flower,Big Island,Kaloko Loop Trial,-155.948397,19.720022
C. elegans,C-0643,S-12315,Flower,Big Island,Kaloko Loop Trial,-155.948397,19.720022
C. elegans,C-0656,S-12049,Flower,Big Island,Kaloko Loop Trial,-155.948167,19.719961
C. elegans,C-0656,S-12051,Flower,Big Island,Kaloko Loop Trial,-155.948167,19.719961
C. elegans,C-0656,S-12054,Flower,Big Island,Kaloko Loop Trial,-155.948167,19.719961
C. elegans,C-0656,S-12052,Flower,Big Island,Kaloko Loop Trial,-155.948167,19.719961
C. elegans,C-0656,S-12050,Flower,Big Island,Kaloko Loop Trial,-155.948167,19.719961
C. elegans,C-0746,S-12285,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719953
C. elegans,C-0746,S-12286,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719953
C. elegans,C-0746,S-12287,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719953
C. elegans,C-0746,S-12288,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719953
C. elegans,C-0746,S-12289,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719953
C. elegans,C-0739,S-12265,Fruit,Big Island,Kaloko Loop Trial,-155.94863899999999,19.719706
C. elegans,C-0739,S-12266,Fruit,Big Island,Kaloko Loop Trial,-155.94863899999999,19.719706
C. elegans,C-0739,S-12267,Fruit,Big Island,Kaloko Loop Trial,-155.94863899999999,19.719706
C. elegans,C-0739,S-12270,Fruit,Big Island,Kaloko Loop Trial,-155.94863899999999,19.719706
C. elegans,C-0739,S-12269,Fruit,Big Island,Kaloko Loop Trial,-155.94863899999999,19.719706
C. elegans,C-0739,S-12268,Fruit,Big Island,Kaloko Loop Trial,-155.94863899999999,19.719706
C. elegans,C-0743,S-11961,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719672
C. elegans,C-0743,S-11962,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719672
C. elegans,C-0743,S-11969,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719672
C. elegans,C-0743,S-11970,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719672
C. elegans,C-0743,S-11971,Fruit,Big Island,Kaloko Loop Trial,-155.948581,19.719672
C. elegans,C-0734,S-11951,Flower,Big Island,Kaloko Loop Trial,-155.948647,19.718619
C. elegans,C-0734,S-11952,Flower,Big Island,Kaloko Loop Trial,-155.948647,19.718619
C. elegans,C-0734,S-11953,Flower,Big Island,Kaloko Loop Trial,-155.948647,19.718619
C. elegans,C-0734,S-11954,Flower,Big Island,Kaloko Loop Trial,-155.948647,19.718619
C. elegans,C-0734,S-11955,Flower,Big Island,Kaloko Loop Trial,-155.948647,19.718619
C. elegans,C-0734,S-11956,Flower,Big Island,Kaloko Loop Trial,-155.948647,19.718619
C. elegans,C-0795,S-11960,Fruit,Big Island,Manuka Nature Trail,-155.819644,19.120683
C. elegans,C-0797,S-12544,Fruit,Big Island,Manuka Nature Trail,-155.819528,19.120458
C. elegans,C-0796,S-12112,Fruit,Big Island,Manuka Nature Trail,-155.819558,19.120367
C. elegans,C-0799,S-12104,Fruit,Big Island,Manuka Nature Trail,-155.819581,19.120128
C. elegans,C-0799,S-12105,Fruit,Big Island,Manuka Nature Trail,-155.819581,19.120128
C. elegans,C-0799,S-12106,Fruit,Big Island,Manuka Nature Trail,-155.819581,19.120128
C. elegans,C-0799,S-12107,Fruit,Big Island,Manuka Nature Trail,-155.819581,19.120128
C. elegans,C-0800,S-12097,Fruit,Big Island,Manuka Nature Trail,-155.819606,19.120025
C. elegans,C-0800,S-12098,Fruit,Big Island,Manuka Nature Trail,-155.819606,19.120025
C. elegans,C-0800,S-12099,Fruit,Big Island,Manuka Nature Trail,-155.819606,19.120025
C. elegans,C-0800,S-12101,Fruit,Big Island,Manuka Nature Trail,-155.819606,19.120025
C. elegans,C-0800,S-12102,Fruit,Big Island,Manuka Nature Trail,-155.819606,19.120025
C. elegans,C-0801,S-12316,Fruit,Big Island,Manuka Nature Trail,-155.819614,19.119975
C. elegans,C-0801,S-12153,Fruit,Big Island,Manuka Nature Trail,-155.819614,19.119975
C. elegans,C-0801,S-12154,Fruit,Big Island,Manuka Nature Trail,-155.819614,19.119975
C. elegans,C-0801,S-12320,Fruit,Big Island,Manuka Nature Trail,-155.819614,19.119975
C. elegans,C-0801,S-12317,Fruit,Big Island,Manuka Nature Trail,-155.819614,19.119975
C. elegans,C-0801,S-12318,Fruit,Big Island,Manuka Nature Trail,-155.819614,19.119975
C. elegans,C-1877,S-12457,Fruit,Big Island,Manuka Nature Trail,-155.820136,19.114675
C. elegans,C-1877,S-12452,Fruit,Big Island,Manuka Nature Trail,-155.820136,19.114675
C. elegans,C-1884,S-12213,Leaf litter,Big Island,Manuka Nature Trail,-155.820314,19.114519
C. elegans,C-1884,S-12214,Leaf litter,Big Island,Manuka Nature Trail,-155.820314,19.114519
C. elegans,C-1884,S-12006,Leaf litter,Big Island,Manuka Nature Trail,-155.820314,19.114519
C. tropicalis,C-1321,S-10420,Fruit,Oahu,Aiea Loop Trail,-157.891489,21.397744
C. tropicalis,C-0631,S-10661,Leaf litter,Oahu,Aiea Loop Trail,-157.900511,21.395786
C. tropicalis,C-0628,S-10645,Leaf litter,Oahu,Aiea Loop Trail,-157.900228,21.394489
C. tropicalis,C-0628,S-10647,Leaf litter,Oahu,Aiea Loop Trail,-157.900228,21.394489
C. tropicalis,C-0628,S-10672,Leaf litter,Oahu,Aiea Loop Trail,-157.900228,21.394489
C. tropicalis,C-0612,S-10629,Fruit,Oahu,Ualaka`a Trail,-157.819369,21.317253
C. tropicalis,C-0612,S-10628,Fruit,Oahu,Ualaka`a Trail,-157.819369,21.317253
C. tropicalis,C-0612,S-10626,Fruit,Oahu,Ualaka`a Trail,-157.819369,21.317253
C. tropicalis,C-0612,S-10627,Fruit,Oahu,Ualaka`a Trail,-157.819369,21.317253
